m,TagName,
"2016-11-01 00:00:00","java","15646"
"2016-11-01 00:00:00","javascript","20518"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","php","11943"
"2016-11-01 00:00:00","python","14180"
"2016-11-01 00:00:00","r","3558"
"2016-11-01 00:00:00","ruby","1757"
"2016-11-01 00:00:00","swift","4363"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","c","2797"
"2016-12-01 00:00:00","c#","10686"
"2016-12-01 00:00:00","c++","5226"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","go","496"
"2016-12-01 00:00:00","java","13845"
"2016-12-01 00:00:00","javascript","19801"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","php","11474"
"2016-12-01 00:00:00","python","13047"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","ruby","1627"
"2016-12-01 00:00:00","swift","3930"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c","2758"
"2017-01-01 00:00:00","c#","11695"
"2017-01-01 00:00:00","c++","5647"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","go","559"
"2017-01-01 00:00:00","java","14570"
"2017-01-01 00:00:00","javascript","21400"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","php","12620"
"2017-01-01 00:00:00","python","14268"
"2017-01-01 00:00:00","r","3489"
"2017-01-01 00:00:00","ruby","1822"
"2017-01-01 00:00:00","swift","4338"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","c","2726"
"2017-02-01 00:00:00","c#","11487"
"2017-02-01 00:00:00","c++","5169"
"2017-02-01 00:00:00","delphi","303"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","java","14565"
"2017-02-01 00:00:00","javascript","21182"
"2017-02-01 00:00:00","perl","402"
"2017-02-01 00:00:00","php","12497"
"2017-02-01 00:00:00","python","14771"
"2017-02-01 00:00:00","r","3678"
"2017-02-01 00:00:00","ruby","1626"
"2017-02-01 00:00:00","swift","4058"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c","2969"
"2017-03-01 00:00:00","c#","12990"
"2017-03-01 00:00:00","c++","6221"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","go","652"
"2017-03-01 00:00:00","java","17307"
"2017-03-01 00:00:00","javascript","23711"
"2017-03-01 00:00:00","perl","411"
"2017-03-01 00:00:00","php","14052"
"2017-03-01 00:00:00","python","17123"
"2017-03-01 00:00:00","r","4603"
"2017-03-01 00:00:00","ruby","1789"
"2017-03-01 00:00:00","swift","4614"
"2017-04-01 00:00:00","assembly","316"
"2017-04-01 00:00:00","c","2853"
"2017-04-01 00:00:00","c#","11088"
"2017-04-01 00:00:00","c++","5877"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","java","15931"
"2017-04-01 00:00:00","javascript","21232"
"2017-04-01 00:00:00","perl","370"
"2017-04-01 00:00:00","php","12409"
"2017-04-01 00:00:00","python","15640"
"2017-04-01 00:00:00","r","4266"
"2017-04-01 00:00:00","ruby","1488"
"2017-04-01 00:00:00","swift","3914"
"2017-05-01 00:00:00","assembly","348"
"2017-05-01 00:00:00","c","2743"
"2017-05-01 00:00:00","c#","11976"
"2017-05-01 00:00:00","c++","5300"
"2017-05-01 00:00:00","delphi","320"
"2017-05-01 00:00:00","go","584"
"2017-05-01 00:00:00","java","16339"
"2017-05-01 00:00:00","javascript","22386"
"2017-05-01 00:00:00","perl","355"
"2017-05-01 00:00:00","php","13036"
"2017-05-01 00:00:00","python","16179"
"2017-05-01 00:00:00","r","4317"
"2017-05-01 00:00:00","ruby","1519"
"2017-05-01 00:00:00","swift","4095"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c","2352"
"2017-06-01 00:00:00","c#","11301"
"2017-06-01 00:00:00","c++","4688"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","go","572"
"2017-06-01 00:00:00","java","14623"
"2017-06-01 00:00:00","javascript","21571"
"2017-06-01 00:00:00","perl","315"
"2017-06-01 00:00:00","php","11745"
"2017-06-01 00:00:00","python","16019"
"2017-06-01 00:00:00","r","4448"
"2017-06-01 00:00:00","ruby","1416"
"2017-06-01 00:00:00","swift","4198"
"2017-07-01 00:00:00","assembly","221"
"2017-07-01 00:00:00","c","2049"
"2017-07-01 00:00:00","c#","11202"
"2017-07-01 00:00:00","c++","5023"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","go","656"
"2017-07-01 00:00:00","java","14142"
"2017-07-01 00:00:00","javascript","21608"
"2017-07-01 00:00:00","perl","332"
"2017-07-01 00:00:00","php","11772"
"2017-07-01 00:00:00","python","16908"
"2017-07-01 00:00:00","r","4582"
"2017-07-01 00:00:00","ruby","1521"
"2017-07-01 00:00:00","swift","4348"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c","2044"
"2017-08-01 00:00:00","c#","10950"
"2017-08-01 00:00:00","c++","4788"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","go","608"
"2017-08-01 00:00:00","java","13751"
"2017-08-01 00:00:00","javascript","21343"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","php","11640"
"2017-08-01 00:00:00","python","16455"
"2017-08-01 00:00:00","r","4570"
"2017-08-01 00:00:00","ruby","1392"
"2017-08-01 00:00:00","swift","4178"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c","2101"
"2017-09-01 00:00:00","c#","9871"
"2017-09-01 00:00:00","c++","4470"
"2017-09-01 00:00:00","delphi","261"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","java","12752"
"2017-09-01 00:00:00","javascript","18990"
"2017-09-01 00:00:00","perl","297"
"2017-09-01 00:00:00","php","10688"
"2017-09-01 00:00:00","python","15447"
"2017-09-01 00:00:00","r","4222"
"2017-09-01 00:00:00","ruby","1222"
"2017-09-01 00:00:00","swift","3768"
"2017-10-01 00:00:00","assembly","332"
"2017-10-01 00:00:00","c","2784"
"2017-10-01 00:00:00","c#","10234"
"2017-10-01 00:00:00","c++","5217"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","go","615"
"2017-10-01 00:00:00","java","14007"
"2017-10-01 00:00:00","javascript","19857"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","php","10824"
"2017-10-01 00:00:00","python","16934"
"2017-10-01 00:00:00","r","4541"
"2017-10-01 00:00:00","ruby","1298"
"2017-10-01 00:00:00","swift","3901"
"2017-11-01 00:00:00","assembly","383"
"2017-11-01 00:00:00","c","2950"
"2017-11-01 00:00:00","c#","9793"
"2017-11-01 00:00:00","c++","5035"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","go","653"
"2017-11-01 00:00:00","java","14176"
"2017-11-01 00:00:00","javascript","19406"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","php","10593"
"2017-11-01 00:00:00","python","16972"
"2017-11-01 00:00:00","r","4507"
"2017-11-01 00:00:00","ruby","1173"
"2017-11-01 00:00:00","swift","3666"
"2017-12-01 00:00:00","assembly","247"
"2017-12-01 00:00:00","c","2196"
"2017-12-01 00:00:00","c#","8609"
"2017-12-01 00:00:00","c++","4458"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","go","525"
"2017-12-01 00:00:00","java","11975"
"2017-12-01 00:00:00","javascript","16974"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","php","9128"
"2017-12-01 00:00:00","python","14935"
"2017-12-01 00:00:00","r","3716"
"2017-12-01 00:00:00","ruby","1018"
"2017-12-01 00:00:00","swift","3200"
"2018-01-01 00:00:00","assembly","252"
"2018-01-01 00:00:00","c","2217"
"2018-01-01 00:00:00","c#","9375"
"2018-01-01 00:00:00","c++","4756"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","go","542"
"2018-01-01 00:00:00","java","12346"
"2018-01-01 00:00:00","javascript","18900"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","php","10112"
"2018-01-01 00:00:00","python","16239"
"2018-01-01 00:00:00","r","4198"
"2018-01-01 00:00:00","ruby","1161"
"2018-01-01 00:00:00","swift","3744"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c","2144"
"2018-02-01 00:00:00","c#","8579"
"2018-02-01 00:00:00","c++","4569"
"2018-02-01 00:00:00","delphi","213"
"2018-02-01 00:00:00","go","580"
"2018-02-01 00:00:00","java","12028"
"2018-02-01 00:00:00","javascript","17215"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","php","9119"
"2018-02-01 00:00:00","python","16304"
"2018-02-01 00:00:00","r","4505"
"2018-02-01 00:00:00","ruby","1031"
"2018-02-01 00:00:00","swift","3406"
"2018-03-01 00:00:00","assembly","317"
"2018-03-01 00:00:00","c","2467"
"2018-03-01 00:00:00","c#","9790"
"2018-03-01 00:00:00","c++","5185"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","603"
"2018-03-01 00:00:00","java","13563"
"2018-03-01 00:00:00","javascript","19151"
"2018-03-01 00:00:00","perl","288"
"2018-03-01 00:00:00","php","9826"
"2018-03-01 00:00:00","python","17900"
"2018-03-01 00:00:00","r","5103"
"2018-03-01 00:00:00","ruby","1062"
"2018-03-01 00:00:00","swift","4053"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2187"
"2018-04-01 00:00:00","c#","9235"
"2018-04-01 00:00:00","c++","4663"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","go","619"
"2018-04-01 00:00:00","java","13488"
"2018-04-01 00:00:00","javascript","17954"
"2018-04-01 00:00:00","perl","253"
"2018-04-01 00:00:00","php","8925"
"2018-04-01 00:00:00","python","16972"
"2018-04-01 00:00:00","r","4733"
"2018-04-01 00:00:00","ruby","988"
"2018-04-01 00:00:00","swift","3571"
"2018-05-01 00:00:00","assembly","296"
"2018-05-01 00:00:00","c","2368"
"2018-05-01 00:00:00","c#","9928"
"2018-05-01 00:00:00","c++","4686"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","go","631"
"2018-05-01 00:00:00","java","13474"
"2018-05-01 00:00:00","javascript","18063"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","php","9463"
"2018-05-01 00:00:00","python","17567"
"2018-05-01 00:00:00","r","4734"
"2018-05-01 00:00:00","ruby","1034"
"2018-05-01 00:00:00","swift","3619"
"2018-06-01 00:00:00","assembly","206"
"2018-06-01 00:00:00","c","1836"
"2018-06-01 00:00:00","c#","8784"
"2018-06-01 00:00:00","c++","4097"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","go","675"
"2018-06-01 00:00:00","java","11791"
"2018-06-01 00:00:00","javascript","17179"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","php","8429"
"2018-06-01 00:00:00","python","16803"
"2018-06-01 00:00:00","r","4487"
"2018-06-01 00:00:00","ruby","991"
"2018-06-01 00:00:00","swift","3144"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c","1600"
"2018-07-01 00:00:00","c#","9404"
"2018-07-01 00:00:00","c++","3914"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","go","692"
"2018-07-01 00:00:00","java","11754"
"2018-07-01 00:00:00","javascript","17798"
"2018-07-01 00:00:00","perl","246"
"2018-07-01 00:00:00","php","8548"
"2018-07-01 00:00:00","python","17929"
"2018-07-01 00:00:00","r","4406"
"2018-07-01 00:00:00","ruby","941"
"2018-07-01 00:00:00","swift","3672"
"2018-08-01 00:00:00","assembly","177"
"2018-08-01 00:00:00","c","1680"
"2018-08-01 00:00:00","c#","9480"
"2018-08-01 00:00:00","c++","3902"
"2018-08-01 00:00:00","delphi","204"
"2018-08-01 00:00:00","go","707"
"2018-08-01 00:00:00","java","11302"
"2018-08-01 00:00:00","javascript","17848"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","php","8473"
"2018-08-01 00:00:00","python","17719"
"2018-08-01 00:00:00","r","4105"
"2018-08-01 00:00:00","ruby","878"
"2018-08-01 00:00:00","swift","3572"
"2018-09-01 00:00:00","assembly","255"
"2018-09-01 00:00:00","c","1838"
"2018-09-01 00:00:00","c#","8357"
"2018-09-01 00:00:00","c++","3739"
"2018-09-01 00:00:00","delphi","181"
"2018-09-01 00:00:00","go","675"
"2018-09-01 00:00:00","java","10720"
"2018-09-01 00:00:00","javascript","16006"
"2018-09-01 00:00:00","perl","205"
"2018-09-01 00:00:00","php","7654"
"2018-09-01 00:00:00","python","15985"
"2018-09-01 00:00:00","r","3758"
"2018-09-01 00:00:00","ruby","779"
"2018-09-01 00:00:00","swift","3140"
"2018-10-01 00:00:00","assembly","321"
"2018-10-01 00:00:00","c","2448"
"2018-10-01 00:00:00","c#","9330"
"2018-10-01 00:00:00","c++","4311"
"2018-10-01 00:00:00","delphi","223"
"2018-10-01 00:00:00","go","792"
"2018-10-01 00:00:00","java","12494"
"2018-10-01 00:00:00","javascript","17401"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","php","8156"
"2018-10-01 00:00:00","python","18133"
"2018-10-01 00:00:00","r","4358"
"2018-10-01 00:00:00","ruby","897"
"2018-10-01 00:00:00","swift","3271"
"2018-11-01 00:00:00","assembly","302"
"2018-11-01 00:00:00","c","2522"
"2018-11-01 00:00:00","c#","8471"
"2018-11-01 00:00:00","c++","4343"
"2018-11-01 00:00:00","delphi","179"
"2018-11-01 00:00:00","go","717"
"2018-11-01 00:00:00","java","11703"
"2018-11-01 00:00:00","javascript","16163"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","php","7079"
"2018-11-01 00:00:00","python","17995"
"2018-11-01 00:00:00","r","4232"
"2018-11-01 00:00:00","ruby","834"
"2018-11-01 00:00:00","swift","2979"
"2018-12-01 00:00:00","assembly","221"
"2018-12-01 00:00:00","c","2193"
"2018-12-01 00:00:00","c#","7541"
"2018-12-01 00:00:00","c++","3557"
"2018-12-01 00:00:00","delphi","175"
"2018-12-01 00:00:00","go","657"
"2018-12-01 00:00:00","java","10442"
"2018-12-01 00:00:00","javascript","14264"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","php","6201"
"2018-12-01 00:00:00","python","15719"
"2018-12-01 00:00:00","r","3400"
"2018-12-01 00:00:00","ruby","807"
"2018-12-01 00:00:00","swift","2782"
"2019-01-01 00:00:00","assembly","218"
"2019-01-01 00:00:00","c","2286"
"2019-01-01 00:00:00","c#","8745"
"2019-01-01 00:00:00","c++","3904"
"2019-01-01 00:00:00","delphi","215"
"2019-01-01 00:00:00","go","659"
"2019-01-01 00:00:00","java","11019"
"2019-01-01 00:00:00","javascript","16007"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","php","7172"
"2019-01-01 00:00:00","python","16933"
"2019-01-01 00:00:00","r","3945"
"2019-01-01 00:00:00","ruby","915"
"2019-01-01 00:00:00","swift","2907"
"2019-02-01 00:00:00","assembly","226"
"2019-02-01 00:00:00","c","2055"
"2019-02-01 00:00:00","c#","8352"
"2019-02-01 00:00:00","c++","3733"
"2019-02-01 00:00:00","delphi","189"
"2019-02-01 00:00:00","go","628"
"2019-02-01 00:00:00","java","10989"
"2019-02-01 00:00:00","javascript","15684"
"2019-02-01 00:00:00","perl","252"
"2019-02-01 00:00:00","php","7279"
"2019-02-01 00:00:00","python","17508"
"2019-02-01 00:00:00","r","4253"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","swift","2685"
"2019-03-01 00:00:00","assembly","275"
"2019-03-01 00:00:00","c","2381"
"2019-03-01 00:00:00","c#","8954"
"2019-03-01 00:00:00","c++","4424"
"2019-03-01 00:00:00","delphi","186"
"2019-03-01 00:00:00","go","723"
"2019-03-01 00:00:00","java","12039"
"2019-03-01 00:00:00","javascript","17314"
"2019-03-01 00:00:00","perl","231"
"2019-03-01 00:00:00","php","7780"
"2019-03-01 00:00:00","python","19887"
"2019-03-01 00:00:00","r","4494"
"2019-03-01 00:00:00","ruby","843"
"2019-03-01 00:00:00","swift","2951"
"2019-04-01 00:00:00","assembly","305"
"2019-04-01 00:00:00","c","2428"
"2019-04-01 00:00:00","c#","9120"
"2019-04-01 00:00:00","c++","4375"
"2019-04-01 00:00:00","delphi","204"
"2019-04-01 00:00:00","go","650"
"2019-04-01 00:00:00","java","11159"
"2019-04-01 00:00:00","javascript","16159"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","php","7151"
"2019-04-01 00:00:00","python","19810"
"2019-04-01 00:00:00","r","4598"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","swift","3079"
"2019-05-01 00:00:00","assembly","237"
"2019-05-01 00:00:00","c","2094"
"2019-05-01 00:00:00","c#","9019"
"2019-05-01 00:00:00","c++","4122"
"2019-05-01 00:00:00","delphi","170"
"2019-05-01 00:00:00","go","674"
"2019-05-01 00:00:00","java","11092"
"2019-05-01 00:00:00","javascript","16133"
"2019-05-01 00:00:00","perl","222"
"2019-05-01 00:00:00","php","6944"
"2019-05-01 00:00:00","python","18887"
"2019-05-01 00:00:00","r","4290"
"2019-05-01 00:00:00","ruby","759"
"2019-05-01 00:00:00","swift","3103"
"2019-06-01 00:00:00","assembly","199"
"2019-06-01 00:00:00","c","1724"
"2019-06-01 00:00:00","c#","7601"
"2019-06-01 00:00:00","c++","3641"
"2019-06-01 00:00:00","delphi","134"
"2019-06-01 00:00:00","go","526"
"2019-06-01 00:00:00","java","9631"
"2019-06-01 00:00:00","javascript","14802"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","php","6004"
"2019-06-01 00:00:00","python","17221"
"2019-06-01 00:00:00","r","3947"
"2019-06-01 00:00:00","ruby","703"
"2019-06-01 00:00:00","swift","3086"
"2019-07-01 00:00:00","assembly","187"
"2019-07-01 00:00:00","c","1756"
"2019-07-01 00:00:00","c#","8442"
"2019-07-01 00:00:00","c++","4260"
"2019-07-01 00:00:00","delphi","164"
"2019-07-01 00:00:00","go","627"
"2019-07-01 00:00:00","java","10824"
"2019-07-01 00:00:00","javascript","16141"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","php","6656"
"2019-07-01 00:00:00","python","19741"
"2019-07-01 00:00:00","r","4203"
"2019-07-01 00:00:00","ruby","758"
"2019-07-01 00:00:00","swift","3036"
"2019-08-01 00:00:00","assembly","166"
"2019-08-01 00:00:00","c","1551"
"2019-08-01 00:00:00","c#","7703"
"2019-08-01 00:00:00","c++","3291"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","630"
"2019-08-01 00:00:00","java","9082"
"2019-08-01 00:00:00","javascript","15213"
"2019-08-01 00:00:00","perl","192"
"2019-08-01 00:00:00","php","5807"
"2019-08-01 00:00:00","python","18026"
"2019-08-01 00:00:00","r","3951"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","swift","2540"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","c","2006"
"2019-09-01 00:00:00","c#","7839"
"2019-09-01 00:00:00","c++","3779"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","go","619"
"2019-09-01 00:00:00","java","9671"
"2019-09-01 00:00:00","javascript","14878"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","php","5565"
"2019-09-01 00:00:00","python","16868"
"2019-09-01 00:00:00","r","3938"
"2019-09-01 00:00:00","ruby","718"
"2019-09-01 00:00:00","swift","2553"
"2019-10-01 00:00:00","assembly","317"
"2019-10-01 00:00:00","c","2477"
"2019-10-01 00:00:00","c#","8405"
"2019-10-01 00:00:00","c++","4839"
"2019-10-01 00:00:00","delphi","152"
"2019-10-01 00:00:00","go","635"
"2019-10-01 00:00:00","java","11206"
"2019-10-01 00:00:00","javascript","15969"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","php","6057"
"2019-10-01 00:00:00","python","20435"
"2019-10-01 00:00:00","r","4385"
"2019-10-01 00:00:00","ruby","850"
"2019-10-01 00:00:00","swift","3096"
"2019-11-01 00:00:00","assembly","282"
"2019-11-01 00:00:00","c","2514"
"2019-11-01 00:00:00","c#","8019"
"2019-11-01 00:00:00","c++","4729"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","go","603"
"2019-11-01 00:00:00","java","10323"
"2019-11-01 00:00:00","javascript","15743"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","php","6078"
"2019-11-01 00:00:00","python","20599"
"2019-11-01 00:00:00","r","4290"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2878"
"2019-12-01 00:00:00","assembly","248"
"2019-12-01 00:00:00","c","2147"
"2019-12-01 00:00:00","c#","7206"
"2019-12-01 00:00:00","c++","4201"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","go","617"
"2019-12-01 00:00:00","java","9036"
"2019-12-01 00:00:00","javascript","14307"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","php","5230"
"2019-12-01 00:00:00","python","18106"
"2019-12-01 00:00:00","r","3741"
"2019-12-01 00:00:00","ruby","667"
"2019-12-01 00:00:00","swift","2663"
"2020-01-01 00:00:00","assembly","229"
"2020-01-01 00:00:00","c","2050"
"2020-01-01 00:00:00","c#","7808"
"2020-01-01 00:00:00","c++","4237"
"2020-01-01 00:00:00","delphi","165"
"2020-01-01 00:00:00","go","649"
"2020-01-01 00:00:00","java","9962"
"2020-01-01 00:00:00","javascript","16023"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","php","5900"
"2020-01-01 00:00:00","python","19970"
"2020-01-01 00:00:00","r","4149"
"2020-01-01 00:00:00","ruby","764"
"2020-01-01 00:00:00","swift","2898"
"2020-02-01 00:00:00","assembly","273"
"2020-02-01 00:00:00","c","1981"
"2020-02-01 00:00:00","c#","7718"
"2020-02-01 00:00:00","c++","4095"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","662"
"2020-02-01 00:00:00","java","10047"
"2020-02-01 00:00:00","javascript","15738"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","php","5684"
"2020-02-01 00:00:00","python","20043"
"2020-02-01 00:00:00","r","4684"
"2020-02-01 00:00:00","ruby","653"
"2020-02-01 00:00:00","swift","2761"
"2020-03-01 00:00:00","assembly","294"
"2020-03-01 00:00:00","c","2489"
"2020-03-01 00:00:00","c#","7787"
"2020-03-01 00:00:00","c++","4645"
"2020-03-01 00:00:00","delphi","168"
"2020-03-01 00:00:00","go","652"
"2020-03-01 00:00:00","java","11057"
"2020-03-01 00:00:00","javascript","17574"
"2020-03-01 00:00:00","perl","198"
"2020-03-01 00:00:00","php","5668"
"2020-03-01 00:00:00","python","22701"
"2020-03-01 00:00:00","r","5123"
"2020-03-01 00:00:00","ruby","711"
"2020-03-01 00:00:00","swift","2911"
"2020-04-01 00:00:00","assembly","377"
"2020-04-01 00:00:00","c","3252"
"2020-04-01 00:00:00","c#","8582"
"2020-04-01 00:00:00","c++","6229"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","go","796"
"2020-04-01 00:00:00","java","12631"
"2020-04-01 00:00:00","javascript","20909"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6647"
"2020-04-01 00:00:00","python","27641"
"2020-04-01 00:00:00","r","6173"
"2020-04-01 00:00:00","ruby","768"
"2020-04-01 00:00:00","swift","3453"
"2020-05-01 00:00:00","assembly","358"
"2020-05-01 00:00:00","c","3374"
"2020-05-01 00:00:00","c#","8596"
"2020-05-01 00:00:00","c++","6420"
"2020-05-01 00:00:00","delphi","201"
"2020-05-01 00:00:00","go","754"
"2020-05-01 00:00:00","java","12028"
"2020-05-01 00:00:00","javascript","21483"
"2020-05-01 00:00:00","perl","214"
"2020-05-01 00:00:00","php","6537"
"2020-05-01 00:00:00","python","29460"
"2020-05-01 00:00:00","r","6014"
"2020-05-01 00:00:00","ruby","696"
"2020-05-01 00:00:00","swift","3524"
"2020-06-01 00:00:00","assembly","328"
"2020-06-01 00:00:00","c","2594"
"2020-06-01 00:00:00","c#","7903"
"2020-06-01 00:00:00","c++","5631"
"2020-06-01 00:00:00","delphi","202"
"2020-06-01 00:00:00","go","707"
"2020-06-01 00:00:00","java","10835"
"2020-06-01 00:00:00","javascript","19842"
"2020-06-01 00:00:00","perl","198"
"2020-06-01 00:00:00","php","5933"
"2020-06-01 00:00:00","python","27131"
"2020-06-01 00:00:00","r","5435"
"2020-06-01 00:00:00","ruby","614"
"2020-06-01 00:00:00","swift","3167"
"2020-07-01 00:00:00","assembly","275"
"2020-07-01 00:00:00","c","2099"
"2020-07-01 00:00:00","c#","7821"
"2020-07-01 00:00:00","c++","5171"
"2020-07-01 00:00:00","delphi","194"
"2020-07-01 00:00:00","go","643"
"2020-07-01 00:00:00","java","10451"
"2020-07-01 00:00:00","javascript","19904"
"2020-07-01 00:00:00","perl","176"
"2020-07-01 00:00:00","php","5954"
"2020-07-01 00:00:00","python","26278"
"2020-07-01 00:00:00","r","4941"
"2020-07-01 00:00:00","ruby","698"
"2020-07-01 00:00:00","swift","2991"
"2020-08-01 00:00:00","assembly","266"
"2020-08-01 00:00:00","c","1897"
"2020-08-01 00:00:00","c#","7074"
"2020-08-01 00:00:00","c++","4785"
"2020-08-01 00:00:00","delphi","182"
"2020-08-01 00:00:00","go","710"
"2020-08-01 00:00:00","java","9322"
"2020-08-01 00:00:00","javascript","18063"
"2020-08-01 00:00:00","perl","192"
"2020-08-01 00:00:00","php","4994"
"2020-08-01 00:00:00","python","23071"
"2020-08-01 00:00:00","r","4497"
"2020-08-01 00:00:00","ruby","553"
"2020-08-01 00:00:00","swift","2686"
"2020-09-01 00:00:00","assembly","296"
"2020-09-01 00:00:00","c","2163"
"2020-09-01 00:00:00","c#","6464"
"2020-09-01 00:00:00","c++","3926"
"2020-09-01 00:00:00","delphi","172"
"2020-09-01 00:00:00","go","730"
"2020-09-01 00:00:00","java","8952"
"2020-09-01 00:00:00","javascript","16783"
"2020-09-01 00:00:00","perl","166"
"2020-09-01 00:00:00","php","4784"
"2020-09-01 00:00:00","python","21770"
"2020-09-01 00:00:00","r","4758"
"2020-09-01 00:00:00","ruby","515"
"2020-09-01 00:00:00","swift","2573"
"2020-10-01 00:00:00","assembly","345"
"2020-10-01 00:00:00","c","2387"
"2020-10-01 00:00:00","c#","6203"
"2020-10-01 00:00:00","c++","4337"
"2020-10-01 00:00:00","delphi","181"
"2020-10-01 00:00:00","go","591"
"2020-10-01 00:00:00","java","8952"
"2020-10-01 00:00:00","javascript","16447"
"2020-10-01 00:00:00","perl","172"
"2020-10-01 00:00:00","php","4590"
"2020-10-01 00:00:00","python","22826"
"2020-10-01 00:00:00","r","5070"
"2020-10-01 00:00:00","ruby","493"
"2020-10-01 00:00:00","swift","2346"
"2020-11-01 00:00:00","assembly","375"
"2020-11-01 00:00:00","c","2707"
"2020-11-01 00:00:00","c#","5987"
"2020-11-01 00:00:00","c++","4330"
"2020-11-01 00:00:00","delphi","194"
"2020-11-01 00:00:00","go","529"
"2020-11-01 00:00:00","java","8502"
"2020-11-01 00:00:00","javascript","15552"
"2020-11-01 00:00:00","perl","150"
"2020-11-01 00:00:00","php","4633"
"2020-11-01 00:00:00","python","22222"
"2020-11-01 00:00:00","r","4809"
"2020-11-01 00:00:00","ruby","501"
"2020-11-01 00:00:00","swift","2166"
"2020-12-01 00:00:00","assembly","297"
